edad,acostumbra_leer,lee_libros,lee_revistas,lee_periodicos,lee_historietas,lee_sitios_web_blogs,formato_libro_digital,formato_libro_impreso,formato_revista_digital,formato_revista_impresa,formato_periodico_digital,formato_periodico_impreso,minutos_lectura_continua,comprension_lectura,motivo_no_leer,libros_en_casa_niñez,anio
55,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2022
32,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,5,La mitad,NA,No,2022
53,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Prefiere otras actividades,No,2022
44,Sí,Sí,No,No,No,Sí,Sí,Sí,NA,NA,NA,NA,120,La mitad,NA,Sí,2022
22,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,NA,NA,30,La mayor parte,NA,No,2022
33,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2022
50,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,15,La mayor parte,NA,Sí,2022
77,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2022
32,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,No,NA,NA,60,La mayor parte,NA,Sí,2022
86,Sí,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,30,La mitad,NA,No,2022
23,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2022
91,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,No,2022
58,Sí,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,15,La mayor parte,NA,No recuerda,2022
48,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,Toda,NA,No,2022
70,No,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,15,La mayor parte,NA,No,2022
75,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,Sí,2022
22,Sí,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2022
47,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,5,La mitad,NA,No,2022
26,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2022
27,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2022
61,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,240,Toda,NA,Sí,2022
27,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,NA,NA,30,Toda,NA,Sí,2022
35,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,30,Toda,NA,Sí,2022
58,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,Sí,2022
55,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,25,La mayor parte,NA,Sí,2022
25,Sí,No,No,Sí,Sí,Sí,NA,NA,NA,NA,No,Sí,20,Toda,NA,Sí,2022
71,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,15,Poca,NA,Sí,2022
19,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,NA,NA,45,La mayor parte,NA,Sí,2022
24,No,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,60,La mayor parte,NA,Sí,2022
33,Sí,Sí,No,No,No,Sí,Sí,Sí,NA,NA,NA,NA,240,La mayor parte,NA,Sí,2022
44,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,Toda,NA,Sí,2022
41,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,No,Sí,20,Toda,NA,Sí,2022
52,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,5,La mitad,NA,No,2022
85,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,No recuerda,2022
41,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2022
24,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,60,La mayor parte,NA,Sí,2022
36,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,No,Sí,60,La mayor parte,NA,Sí,2022
43,No,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,15,La mayor parte,NA,Sí,2022
49,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,45,La mayor parte,NA,Sí,2022
56,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2022
34,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,45,La mayor parte,NA,Sí,2022
46,Sí,Sí,No,Sí,No,No,Sí,No,NA,NA,Sí,No,60,Toda,NA,Sí,2022
56,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No recuerda,2022
44,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,15,La mayor parte,NA,Sí,2022
65,Sí,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,20,Toda,NA,Sí,2022
41,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2022
37,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,30,Toda,NA,Sí,2022
26,Sí,No,Sí,No,No,Sí,NA,NA,Sí,No,NA,NA,60,Toda,NA,Sí,2022
46,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,60,Toda,NA,Sí,2022
23,Sí,Sí,No,No,No,No,Sí,No,NA,NA,NA,NA,30,La mayor parte,NA,Sí,2022
37,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2022
36,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2022
39,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2022
42,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,120,Toda,NA,Sí,2022
47,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2022
21,Sí,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,5,La mayor parte,NA,No,2022
31,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2022
54,No,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,30,La mayor parte,NA,Sí,2022
39,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2022
51,Sí,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,20,La mayor parte,NA,Sí,2022
40,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,Sí,2022
39,No,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,15,La mitad,NA,Sí,2022
64,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,20,La mayor parte,NA,Sí,2022
33,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,60,Toda,NA,Sí,2022
20,Sí,Sí,No,No,Sí,Sí,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,Sí,2022
45,Sí,Sí,No,No,Sí,Sí,No,Sí,NA,NA,NA,NA,60,Toda,NA,Sí,2022
25,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,20,Toda,NA,Sí,2022
56,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,La mitad,NA,Sí,2022
69,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,10,La mitad,NA,No,2022
49,Sí,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,Sí,2022
43,Sí,Sí,No,No,No,No,Sí,No,NA,NA,NA,NA,5,La mayor parte,NA,No,2022
38,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,No,NA,NA,15,La mayor parte,NA,Sí,2022
48,No,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,La mayor parte,NA,No,2022
58,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2022
24,Sí,No,Sí,Sí,No,Sí,NA,NA,Sí,No,No,Sí,20,La mayor parte,NA,Sí,2022
30,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,48,La mayor parte,NA,Sí,2022
36,Sí,Sí,No,No,No,Sí,Sí,Sí,NA,NA,NA,NA,40,La mayor parte,NA,Sí,2022
24,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Otro,No,2022
36,Sí,No,Sí,Sí,No,Sí,NA,NA,Sí,No,No,Sí,30,La mayor parte,NA,Sí,2022
24,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2022
44,Sí,Sí,No,No,Sí,Sí,No,Sí,NA,NA,NA,NA,20,Toda,NA,Sí,2022
20,Sí,Sí,No,No,Sí,Sí,No,Sí,NA,NA,NA,NA,60,La mayor parte,NA,Sí,2022
25,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,Toda,NA,No,2022
67,Sí,Sí,No,Sí,No,No,No,Sí,NA,NA,No,Sí,20,La mayor parte,NA,Sí,2022
38,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,15,La mayor parte,NA,Sí,2022
70,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Prefiere otras actividades,No,2022
38,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,60,La mayor parte,NA,Sí,2022
56,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Prefiere otras actividades,No,2022
61,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,No,2022
24,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,La mayor parte,NA,Sí,2022
76,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,Poca,NA,No,2022
67,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,120,Toda,NA,Sí,2022
64,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2022
22,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,60,La mayor parte,NA,Sí,2022
39,Sí,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,30,La mitad,NA,No,2022
49,Sí,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,10,La mayor parte,NA,No,2022
85,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,60,La mayor parte,NA,Sí,2022
74,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No recuerda,2022
70,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,120,La mitad,NA,Sí,2022
65,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,Poca,NA,Sí,2022
52,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No recuerda,2022
78,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No recuerda,2022
29,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,30,La mayor parte,NA,Sí,2022
49,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,10,La mayor parte,NA,Sí,2022
31,No,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,15,La mitad,NA,Sí,2022
56,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,45,Poca,NA,No,2022
72,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,30,La mitad,NA,No,2022
70,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,No,2022
21,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2022
43,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,15,La mayor parte,NA,Sí,2022
20,Sí,Sí,No,No,Sí,Sí,Sí,No,NA,NA,NA,NA,90,La mayor parte,NA,Sí,2022
60,Sí,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2022
24,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,NA,NA,30,Toda,NA,Sí,2022
82,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,40,Toda,NA,Sí,2022
49,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,No,NA,NA,45,Toda,NA,Sí,2022
26,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,Toda,NA,Sí,2022
60,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2022
32,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,No,2022
43,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,240,La mitad,NA,Sí,2022
42,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,Sí,No,45,La mayor parte,NA,Sí,2022
50,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2022
36,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,90,Toda,NA,Sí,2022
63,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,Sí,60,La mayor parte,NA,Sí,2022
40,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,240,La mayor parte,NA,Sí,2022
65,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,Poca,NA,No,2022
41,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2022
25,No,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,30,Poca,NA,No,2022
47,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2022
54,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,Sí,2022
30,Sí,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,15,La mayor parte,NA,No,2022
38,Sí,No,No,No,Sí,No,NA,NA,NA,NA,NA,NA,30,La mayor parte,NA,No,2022
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022
32,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2022
69,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2022
21,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2022
62,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,60,La mitad,NA,No,2022
67,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,20,La mayor parte,NA,No,2022
43,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,30,Toda,NA,Sí,2022
31,Sí,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,25,Toda,NA,Sí,2022
34,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,30,Poca,NA,No recuerda,2022
34,Sí,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,60,La mitad,NA,Sí,2022
18,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2022
22,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,120,La mayor parte,NA,Sí,2022
23,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,50,La mitad,NA,No recuerda,2022
60,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2022
26,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,15,La mayor parte,NA,No recuerda,2022
46,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,120,Toda,NA,Sí,2022
67,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,60,La mayor parte,NA,Sí,2022
25,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,40,La mayor parte,NA,Sí,2022
43,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,Sí,2022
64,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,15,La mitad,NA,No,2022
35,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,NA,NA,60,La mayor parte,NA,Sí,2022
31,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,No,2022
51,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,20,Toda,NA,Sí,2022
36,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,10,La mitad,NA,Sí,2022
35,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,20,La mitad,NA,Sí,2022
46,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,30,La mayor parte,NA,Sí,2022
25,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,45,Toda,NA,Sí,2022
28,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,10,La mayor parte,NA,Sí,2022
58,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2022
40,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,10,La mayor parte,NA,No,2022
37,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,20,La mayor parte,NA,Sí,2022
60,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2022
54,Sí,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,20,La mitad,NA,No,2022
30,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,La mitad,NA,No,2022
48,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,30,Toda,NA,Sí,2022
35,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,30,La mayor parte,NA,Sí,2022
64,No,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,20,Poca,NA,No,2022
62,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2022
40,Sí,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,30,Toda,NA,Sí,2022
59,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,60,La mayor parte,NA,No recuerda,2022
56,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Prefiere otras actividades,Sí,2022
37,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,15,La mayor parte,NA,No,2022
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022
47,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2022
27,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,La mitad,NA,Sí,2022
39,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Prefiere otras actividades,No,2022
38,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,60,La mayor parte,NA,Sí,2022
33,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,Sí,2022
61,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Prefiere otras actividades,No,2022
64,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,15,La mayor parte,NA,Sí,2022
63,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,60,Toda,NA,Sí,2022
31,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,45,La mitad,NA,No,2022
59,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,120,Toda,NA,No recuerda,2022
31,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2022
56,Sí,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,15,La mayor parte,NA,Sí,2022
35,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,40,La mayor parte,NA,Sí,2022
43,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,La mayor parte,NA,No,2022
65,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,Toda,NA,No,2022
39,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,No,Sí,60,La mayor parte,NA,No,2022
62,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2022
58,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,La mayor parte,NA,No,2022
60,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,30,Toda,NA,Sí,2022
35,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,10,Toda,NA,Sí,2022
55,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,60,La mayor parte,NA,Sí,2022
51,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de dinero,No,2022
30,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,60,La mayor parte,NA,Sí,2022
18,Sí,Sí,No,No,Sí,No,No,Sí,NA,NA,NA,NA,120,La mayor parte,NA,Sí,2022
38,Sí,Sí,No,Sí,No,Sí,Sí,Sí,NA,NA,No,Sí,60,Toda,NA,Sí,2022
65,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,120,Poca,NA,No,2022
43,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,60,La mayor parte,NA,Sí,2022
42,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,Sí,2022
37,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,60,La mayor parte,NA,No,2022
44,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,60,Toda,NA,Sí,2022
19,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,60,La mayor parte,NA,Sí,2022
68,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,Poca,NA,No,2022
23,Sí,Sí,No,No,No,No,Sí,No,NA,NA,NA,NA,20,La mitad,NA,No,2022
71,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Prefiere otras actividades,No,2022
26,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,20,La mitad,NA,No,2022
42,Sí,Sí,No,Sí,No,No,No,Sí,NA,NA,No,Sí,60,La mitad,NA,No,2022
49,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No recuerda,2022
66,Sí,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,10,Toda,NA,Sí,2022
50,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,30,La mayor parte,NA,Sí,2022
56,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,15,Toda,NA,Sí,2022
43,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,60,Toda,NA,Sí,2022
44,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,No,Sí,20,Toda,NA,Sí,2022
72,Sí,Sí,No,Sí,No,No,No,Sí,NA,NA,No,Sí,30,La mitad,NA,Sí,2022
55,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,La mitad,NA,No recuerda,2022
36,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,30,La mayor parte,NA,Sí,2022
52,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,40,La mitad,NA,Sí,2022
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022
64,Sí,Sí,No,No,No,No,Sí,No,NA,NA,NA,NA,15,Poca,NA,Sí,2022
24,Sí,No,Sí,No,Sí,Sí,NA,NA,Sí,No,NA,NA,30,La mayor parte,NA,Sí,2022
57,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,60,Toda,NA,Sí,2022
59,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Prefiere otras actividades,Sí,2022
43,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,No,2022
64,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,60,La mayor parte,NA,Sí,2022
61,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Otro,Sí,2022
48,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,Sí,2022
59,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,60,Toda,NA,Sí,2022
33,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,60,La mayor parte,NA,Sí,2022
40,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,La mitad,NA,Sí,2022
42,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,20,La mitad,NA,Sí,2022
59,Sí,Sí,No,Sí,No,No,No,Sí,NA,NA,No,Sí,10,Poca,NA,No,2022
20,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,NA,NA,60,La mayor parte,NA,Sí,2022
27,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Prefiere otras actividades,No recuerda,2022
39,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Prefiere otras actividades,No recuerda,2022
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022
24,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2022
20,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,60,La mayor parte,NA,Sí,2022
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022
32,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2022
68,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,120,La mayor parte,NA,No,2022
36,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,120,La mayor parte,NA,Sí,2022
47,Sí,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,30,Poca,NA,No,2022
57,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,60,Poca,NA,No,2022
28,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,No,60,La mayor parte,NA,Sí,2022
38,Sí,Sí,No,No,No,Sí,Sí,Sí,NA,NA,NA,NA,30,La mitad,NA,No,2022
59,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,NA,NA,30,La mayor parte,NA,Sí,2022
37,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,60,Toda,NA,Sí,2022
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022
66,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2022
68,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,60,La mayor parte,NA,No,2022
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022
18,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,Toda,NA,Sí,2022
